disasterNumber,disaster_label,stateAbbreviation,county,named_projectAmount,distributed_statewide_amt,adjusted_projectAmount,named_totalObligated,distributed_statewide_obl,adjusted_totalObligated,ia_validRegistrations,ia_totalApprovedIhp,ia_adjustedNeed,denial_multiplier,combined_need,combined_fema_actual
4338,Irma – Georgia,GA,Treutlen County,95247.51,14591.34078559151,109838.85078559152,77199.98,12751.09543507463,89951.07543507463,0.0,0.0,0.0,0.0,109838.85078559152,89951.07543507463
4338,Irma – Georgia,GA,Troup County,456289.72,69900.81737026123,526190.5373702612,350281.57,61084.99598323863,411366.5659832386,0.0,0.0,0.0,0.0,526190.5373702612,411366.5659832386
4338,Irma – Georgia,GA,Turner County,139202.16,21324.926548215644,160527.08654821565,111275.92,18635.44807553004,129911.36807553004,0.0,0.0,0.0,0.0,160527.08654821565,129911.36807553004
4338,Irma – Georgia,GA,Twiggs County,118711.39,18185.86487585093,136897.25487585092,97649.91,15892.28173125328,113542.19173125328,0.0,0.0,0.0,0.0,136897.25487585092,113542.19173125328
4338,Irma – Georgia,GA,Union County,27804.66,4259.5052562266965,32064.165256226697,22470.23,3722.300700562169,26192.53070056217,0.0,0.0,0.0,0.0,32064.165256226697,26192.53070056217
4338,Irma – Georgia,GA,Upson County,286200.86,43844.23573266499,330045.095732665,225216.43,38314.644440158416,263531.07444015844,0.0,0.0,0.0,0.0,330045.095732665,263531.07444015844
4338,Irma – Georgia,GA,Walker County,59796.34,9160.436579088491,68956.77657908849,47398.28,8005.131451816121,55403.41145181612,0.0,0.0,0.0,0.0,68956.77657908849,55403.41145181612
4338,Irma – Georgia,GA,Walton County,2316418.59,354861.2772005208,2671279.867200521,1767148.61,310106.5267603428,2077255.1367603429,0.0,0.0,0.0,0.0,2671279.867200521,2077255.1367603429
4338,Irma – Georgia,GA,Ware County,329889.62,50537.08876010811,380426.7087601081,258700.73,44163.4015173783,302864.13151737826,0.0,0.0,0.0,0.0,380426.7087601081,302864.13151737826
4338,Irma – Georgia,GA,Warren County,78309.20999999999,11996.495968875726,90305.70596887571,64093.77,10483.50985926352,74577.27985926352,0.0,0.0,0.0,0.0,90305.70596887571,74577.27985926352
4338,Irma – Georgia,GA,Washington County,1362957.85,208796.87527523935,1571754.7252752392,1038536.47,182463.6215616989,1221000.0915616988,0.0,0.0,0.0,0.0,1571754.7252752392,1221000.0915616988
4338,Irma – Georgia,GA,Wayne County,827071.31,126702.3078944069,953773.6178944068,655513.28,110722.73916055332,766236.0191605533,0.0,0.0,0.0,0.0,953773.6178944068,766236.0191605533
4338,Irma – Georgia,GA,Webster County,21012.16,3218.935457749757,24231.09545774976,17333.28,2812.966527493031,20146.24652749303,0.0,0.0,0.0,0.0,24231.09545774976,20146.24652749303
4338,Irma – Georgia,GA,Wheeler County,763119.4,116905.26319791585,880024.6631979159,574485.2799999999,102161.28797232483,676646.5679723248,0.0,0.0,0.0,0.0,880024.6631979159,676646.5679723248
4338,Irma – Georgia,GA,White County,217221.07,33276.95031797502,250498.02031797505,171231.27,29080.094525085504,200311.3645250855,0.0,0.0,0.0,0.0,250498.02031797505,200311.3645250855
4338,Irma – Georgia,GA,Wilcox County,5707.12,874.2961661072823,6581.416166107282,4280.34,764.0308054186733,5044.370805418674,0.0,0.0,0.0,0.0,6581.416166107282,5044.370805418674
4338,Irma – Georgia,GA,Wilkes County,928370.76,142220.76917851804,1070591.529178518,707294.55,124284.0275813275,831578.5775813275,0.0,0.0,0.0,0.0,1070591.529178518,831578.5775813275
4338,Irma – Georgia,GA,Wilkinson County,83735.04000000001,12827.700213214355,96562.74021321436,67092.21,11209.883453119051,78302.09345311906,0.0,0.0,0.0,0.0,96562.74021321436,78302.09345311906
4338,Irma – Georgia,GA,Worth County,546626.46,83739.85797929527,630366.3179792953,431644.34,73178.67058988738,504823.0105898874,0.0,0.0,0.0,0.0,630366.3179792953,504823.0105898874
4339,Maria – Puerto Rico,PR,Adjuntas,36306582.67,149020375.00829044,185326957.67829043,32772147.96,136903650.68642724,169675798.64642724,5668.0,11966670.85,29916677.125,2.5,215243634.80329043,181642469.49642724
4339,Maria – Puerto Rico,PR,Aguada,89697701.78,368164232.864646,457861934.6446459,81685431.37,338229101.413373,419914532.783373,12603.0,18512696.35,46281740.875,2.5,504143675.5196459,438427229.133373
4339,Maria – Puerto Rico,PR,Aguadilla,116874939.02,479713207.9363358,596588146.9563358,105755146.47,440708120.9219067,546463267.3919067,17500.0,16253298.64,40633246.6,2.5,637221393.5563358,562716566.0319067
4339,Maria – Puerto Rico,PR,Aguas Buenas,42391480.84,173995840.6262629,216387321.4662629,38820051.89,159848381.70393777,198668433.59393772,8043.0,12545060.45,31362651.125,2.5,247749972.5912629,211213494.0439377
4339,Maria – Puerto Rico,PR,Aibonito,43269327.48,177598962.31583634,220868289.79583636,39379372.29,163158536.52768326,202537908.81768325,8216.0,17329419.28,43323548.2,2.5,264191837.99583638,219867328.09768325
4339,Maria – Puerto Rico,PR,Anasco,340516738.38,1397651013.0741954,1738167751.4541955,308801819.62,1284009156.9008317,1592810976.5208316,9113.0,17026167.990000002,42565419.97500001,2.5,1780733171.4291954,1609837144.5108316
4339,Maria – Puerto Rico,PR,Arecibo,159916763.23,656378383.0401075,816295146.2701075,144601350.1,603008795.7089465,747610145.8089465,29859.0,40988338.14,102470845.35,2.5,918765991.6201075,788598483.9489465
4339,Maria – Puerto Rico,PR,Arroyo,45387783.5,186294165.4256522,231681948.9256522,41361264.79,171146739.81282154,212508004.60282156,5913.0,9687821.89,24219554.725,2.5,255901503.6506522,222195826.49282157
4339,Maria – Puerto Rico,PR,Barceloneta,46719781.62,191761351.9454332,238481133.5654332,42615172.84,176169393.88613197,218784566.726132,8321.0,12577487.52,31443718.799999997,2.5,269924852.3654332,231362054.24613202
4339,Maria – Puerto Rico,PR,Barranquitas,171961768.51,705817109.3481497,877778877.8581496,154960404.34,648427699.7781488,803388104.1181488,9848.0,21622585.59,54056463.975,2.5,931835341.8331497,825010689.7081488
4339,Maria – Puerto Rico,PR,Bayamon,310873876.99,1275981883.2415314,1586855760.2315314,282751943.62,1172232844.1046393,1454984787.7246394,63254.0,48970302.84,122425757.10000001,2.5,1709281517.3315313,1503955090.5646393
4339,Maria – Puerto Rico,PR,Cabo Rojo,24689589.45,101338424.27642971,126028013.72642972,22971828.0,93098680.21390676,116070508.21390676,14291.0,6757031.19,16892577.975,2.5,142920591.70142972,122827539.40390676
4339,Maria – Puerto Rico,PR,Caguas,234549482.05,962708390.6735332,1197257872.7235332,212355148.57,884431361.9686542,1096786510.538654,42621.0,39068627.21,97671568.025,2.5,1294929440.7485332,1135855137.7486541
4339,Maria – Puerto Rico,PR,Camuy,9731710.68,39943808.2120601,49675518.8920601,9062516.97,36696009.96672632,45758526.93672632,10439.0,9667489.08,24168722.7,2.5,73844241.5920601,55426016.016726315
4339,Maria – Puerto Rico,PR,Canovanas,69817275.42,286565019.34406644,356382294.76406646,63589787.84,263264652.93787345,326854440.77787346,15853.0,34459216.99,86148042.47500001,2.5,442530337.2390665,361313657.76787347
4339,Maria – Puerto Rico,PR,Carolina,203444713.24,835038861.5761977,1038483574.8161978,185816753.06,767142537.444693,952959290.504693,52065.0,29855523.63,74638809.075,2.5,1113122383.8911977,982814814.134693
4339,Maria – Puerto Rico,PR,Catano,34948851.47,143447567.05708545,178396418.52708545,31969606.69,131783963.17354944,163753569.86354944,7708.0,8664934.27,21662335.674999997,2.5,200058754.20208544,172418504.13354945
4339,Maria – Puerto Rico,PR,Cayey,108962906.81,447238270.32712585,556201177.1371258,99109843.17,410873693.8224752,509983536.9924752,14482.0,21283934.9,53209837.25,2.5,609411014.3871258,531267471.8924752
4339,Maria – Puerto Rico,PR,Ceiba,23894925.37,98076725.41912945,121971650.78912944,21790865.93,90102187.4123062,111893053.3423062,4091.0,5672614.069999999,14181535.174999999,2.5,136153185.96412945,117565667.41230619
4339,Maria – Puerto Rico,PR,Ciales,53867571.63,221099457.3091984,274967028.9391984,48587275.74,203122041.99414444,251709317.73414445,6049.0,15244663.21,38111658.025000006,2.5,313078686.96419835,266953980.94414446
4339,Maria – Puerto Rico,PR,Cidra,51022677.32,209422588.1092376,260445265.4292376,47035503.56,192394609.4402162,239430113.00021625,13318.0,18274288.02,45685720.05,2.5,306130985.4792376,257704401.02021626
4339,Maria – Puerto Rico,PR,Coamo,105620989.66,433521370.79223394,539142360.4522339,95925061.18,398272104.12495095,494197165.30495095,12203.0,17070069.82,42675174.55,2.5,581817535.0022339,511267235.12495095
4339,Maria – Puerto Rico,PR,Comerio,60444375.32,248093949.2212544,308538324.5412544,54965110.07,227921633.93571687,282886744.00571686,6583.0,17731063.55,44327658.875,2.5,352865983.4162544,300617807.5557169
4339,Maria – Puerto Rico,PR,Corozal,71499568.04,293469989.7012252,364969557.7412252,65175869.5,269608185.82539976,334784055.32539976,11230.0,25628773.43,64071933.575,2.5,429041491.3162252,360412828.75539976
4339,Maria – Puerto Rico,PR,Culebra,9190237.03,37721329.51960023,46911566.54960023,8324267.939999999,34654239.19173245,42978507.13173245,564.0,898063.8,2245159.5,2.5,49156726.04960023,43876570.931732446
4339,Maria – Puerto Rico,PR,Dorado,50071593.56,205518864.64763495,255590458.207635,45802305.52,188808294.5276821,234610600.0476821,11113.0,16621184.79,41552961.974999994,2.5,297143420.18263495,251231784.8376821
4339,Maria – Puerto Rico,PR,Fajardo,40781107.48,167386062.8845297,208167170.3645297,37132766.12,153776039.5626781,190908805.6826781,11288.0,8685887.86,21714719.65,2.5,229881890.0145297,199594693.54267812
4339,Maria – Puerto Rico,PR,Florida,5227423.59,21455961.0522822,26683384.642282195,4894534.05,19711394.477968626,24605928.527968623,4183.0,6460300.81,16150752.024999999,2.5,42834136.667282194,31066229.33796862
4339,Maria – Puerto Rico,PR,Guanica,13064523.82,53623340.336292334,66687864.156292334,11970338.45,49263270.56706678,61233609.01706678,5783.0,4454226.3,11135565.75,2.5,77823429.90629233,65687835.317066774
4339,Maria – Puerto Rico,PR,Guayama,58477880.3,240022470.06289008,298500350.36289006,53176415.68,220506440.1197168,273682855.79971683,12802.0,25784427.800000004,64461069.500000015,2.5,362961419.86289006,299467283.59971684
4339,Maria – Puerto Rico,PR,Guayanilla,101508454.1,416641467.8568214,518149921.95682144,91756092.45,382764692.23606026,474520784.68606025,6459.0,6618354.46,16545886.15,2.5,534695808.1068214,481139139.1460602
4339,Maria – Puerto Rico,PR,Guaynabo,158090766.32,648883578.3991567,806974344.7191567,143898477.63,596123387.478893,740021865.108893,28010.0,22085372.26,55213430.650000006,2.5,862187775.3691567,762107237.368893
4339,Maria – Puerto Rico,PR,Gurabo,36818069.87,151119774.31140694,187937844.18140692,33844246.980000004,138832349.55615696,172676596.53615695,12837.0,12603289.2,31508223.0,2.5,219446067.18140692,185279885.73615694
4339,Maria – Puerto Rico,PR,Hatillo,23099346.24,94811270.73894183,117910616.97894184,20991434.33,87102244.17069314,108093678.50069314,11252.0,13342246.34,33355615.85,2.5,151266232.82894185,121435924.84069315
4339,Maria – Puerto Rico,PR,Hormigueros,9487778.63,38942589.06957172,48430367.699571714,8671072.54,35776199.13054926,44447271.67054926,5116.0,2728205.5,6820513.75,2.5,55250881.449571714,47175477.17054926
4339,Maria – Puerto Rico,PR,Humacao,120303923.45,493787475.1374298,614091398.5874299,109670065.06,453638021.0141513,563308086.0741513,18852.0,33225808.9,83064522.25,2.5,697155920.8374299,596533894.9741513
4339,Maria – Puerto Rico,PR,Isabela,33979811.85,139470143.76492822,173449955.61492822,31115805.81,128129940.90316352,159245746.7131635,12659.0,13270539.68,33176349.2,2.5,206626304.8149282,172516286.3931635
4339,Maria – Puerto Rico,PR,Jayuya,425341422.29,1745813943.227156,2171155365.517156,385297430.59,1603863245.101671,1989160675.691671,4927.0,9441924.42,23604811.05,2.5,2194760176.5671563,1998602600.111671
4339,Maria – Puerto Rico,PR,Juana Diaz,53810926.98,220866959.33322692,274677886.31322694,48833119.14,202908448.2376805,251741567.37768048,15697.0,22562633.5,56406583.75,2.5,331084470.06322694,274304200.8776805
4339,Maria – Puerto Rico,PR,Juncos,30441741.7,124948134.20674694,155389875.90674692,28063568.85,114788704.01721686,142852272.86721686,13116.0,17119171.23,42797928.075,2.5,198187803.9817469,159971444.09721684
4339,Maria – Puerto Rico,PR,Lajas,15898142.7,65253929.53181828,81152072.23181827,14560103.68,59948186.10571736,74508289.78571737,7558.0,4620305.5600000005,11550763.900000002,2.5,92702836.13181828,79128595.34571737
4339,Maria – Puerto Rico,PR,Lares,263728368.8,1082473136.514027,1346201505.314027,237515129.29,994458134.67127,1231973263.96127,8351.0,8528760.73,21321901.825000003,2.5,1367523407.139027,1240502024.69127
4339,Maria – Puerto Rico,PR,Las Marias,119951570.19,492341241.1192671,612292811.309267,108293391.9,452309379.0964111,560602770.9964111,2869.0,3779035.68,9447589.200000001,2.5,621740400.5092671,564381806.676411
4339,Maria – Puerto Rico,PR,Las Piedras,80638843.12,330982145.8880118,411620989.0080118,73594580.49,304070259.3962443,377664839.8862443,11983.0,15615274.81,39038187.025,2.5,450659176.0330118,393280114.6962443
4339,Maria – Puerto Rico,PR,Loiza,36211073.24,148628356.53591603,184839429.77591604,33018521.4,136543506.91413042,169562028.31413043,7625.0,13162541.6,32906354.0,2.5,217745783.77591604,182724569.91413042
4339,Maria – Puerto Rico,PR,Luquillo,27006664.52,110848859.31219731,137855523.83219734,24570747.0,101835829.58653615,126406576.58653615,6075.0,5309352.449999999,13273381.124999998,2.5,151128904.95719734,131715929.03653616
4339,Maria – Puerto Rico,PR,Manati,44498083.66,182642392.2745765,227140475.93457648,40817591.18,167791889.33795774,208609480.51795772,13648.0,16515138.04,41287845.099999994,2.5,268428321.03457648,225124618.5579577
4339,Maria – Puerto Rico,PR,Maricao,171698719.74,704737425.6250309,876436145.3650309,156421342.4,647435804.25196,803857146.65196,1670.0,2767756.95,6919392.375,2.5,883355537.7400309,806624903.6019601
4339,Maria – Puerto Rico,PR,Maunabo,32287132.75,132522542.09876744,164809674.84876746,30067212.46,121747243.02336286,151814455.48336285,3697.0,8787536.61,21968841.525,2.5,186778516.37376747,160601992.09336287
4339,Maria – Puerto Rico,PR,Mayaguez,101357295.45,416021037.1510872,517378332.6010872,92860228.5,382194708.2415344,475054936.7415344,24702.0,18482218.93,46205547.325,2.5,563583879.9260873,493537155.6715344
4339,Maria – Puerto Rico,PR,Moca,58268020.89,239161102.0773248,297429122.9673248,52717407.48,219715109.2577341,272432516.7377341,11159.0,13664432.89,34161082.225,2.5,331590205.1923248,286096949.62773407
4339,Maria – Puerto Rico,PR,Morovis,49430546.93,202887688.641105,252318235.571105,44912009.54,186391057.28161797,231303066.82161796,9802.0,22956501.820000004,57391254.55000001,2.5,309709490.121105,254259568.64161795
4339,Maria – Puerto Rico,PR,Naguabo,36829727.67,151167623.75357458,187997351.42357457,33732118.34,138876308.39947414,172608426.73947415,8155.0,15012565.840000002,37531414.6,2.5,225528766.02357456,187620992.57947415
4339,Maria – Puerto Rico,PR,Naranjito,73719096.13,302580043.1402819,376299139.2702819,67907961.13,277977508.3001682,345885469.4301682,9647.0,23388755.78,58471889.45,2.5,434771028.7202819,369274225.21016824
4339,Maria – Puerto Rico,PR,Orocovis,288960060.77,1186036620.679943,1474996681.449943,261804064.13,1089600956.9821863,1351405021.1121864,7799.0,19465545.31,48663863.275,2.5,1523660544.7249432,1370870566.4221864
4339,Maria – Puerto Rico,PR,Patillas,56096554.55,230248318.09966707,286344872.6496671,50996951.66,211527016.42644876,262523968.08644876,6012.0,11563580.52,28908951.299999997,2.5,315253823.9496671,274087548.60644877
4339,Maria – Puerto Rico,PR,Penuelas,64295964.35,263902797.07800087,328198761.42800087,58194947.74,242445077.3548768,300640025.0948768,6390.0,8299323.39,20748308.474999998,2.5,348947069.9030009,308939348.4848768
4339,Maria – Puerto Rico,PR,Ponce,274264409.42,1125718317.107472,1399982726.527472,248734722.63,1034187085.1420164,1282921807.7720163,49843.0,51486265.17,128715662.92500001,2.5,1528698389.452472,1334408072.9420164
4339,Maria – Puerto Rico,PR,Quebradillas,25037493.01,102766394.50015336,127803887.51015335,23177670.61,94410543.35133612,117588213.96133612,7884.0,5839452.2,14598630.5,2.5,142402518.01015335,123427666.16133612
4339,Maria – Puerto Rico,PR,Rincon,42624974.11,174954213.79438987,217579187.90438983,38782219.43,160728830.33674523,199511049.76674524,4660.0,4566812.16,11417030.4,2.5,228996218.30438983,204077861.92674524
4339,Maria – Puerto Rico,PR,Rio Grande,45080718.73,185033818.02272663,230114536.75272664,41473820.32,169988870.22227687,211462690.5422769,15927.0,18980241.65,47450604.125,2.5,277565140.8777267,230442932.1922769
4339,Maria – Puerto Rico,PR,Sabana Grande,19122130.27,78486787.08468439,97608917.35468438,17399015.46,72105090.87729672,89504106.33729672,7697.0,2679801.14,6699502.850000001,2.5,104308420.20468438,92183907.47729672
4339,Maria – Puerto Rico,PR,Salinas,78958916.95,324086888.6252979,403045805.5752979,71945321.78,297735649.8394295,369680971.6194295,10039.0,23293806.34,58234515.85,2.5,461280321.4252979,392974777.9594295
4339,Maria – Puerto Rico,PR,San German,19295774.0,79199507.80526656,98495281.80526656,17567286.03,72759860.86134845,90327146.89134844,10272.0,4814669.09,12036672.725,2.5,110531954.53026655,95141815.98134844
4339,Maria – Puerto Rico,PR,San Juan,875062565.23,3591694454.186184,4466757019.416183,794126046.4599999,3299656727.4839272,4093782773.9439273,121921.0,66487408.11,166218520.275,2.5,4632975539.691183,4160270182.0539274
4339,Maria – Puerto Rico,PR,San Lorenzo,51616415.54,211859586.73853204,263476002.27853203,47267753.7,194633457.7121365,241901211.4121365,11941.0,13057623.22,32644058.05,2.5,296120060.32853204,254958834.6321365
4339,Maria – Puerto Rico,PR,San Sebastian,32355138.17,132801670.35721876,165156808.52721876,29566976.31,122003675.5923294,151570651.9023294,11709.0,11572367.12,28930917.799999997,2.5,194087726.32721877,163143019.0223294
4339,Maria – Puerto Rico,PR,Santa Isabel,30551106.2,125397020.81639364,155948127.01639363,27827924.12,115201092.0252424,143029016.1452424,7578.0,11226149.26,28065373.15,2.5,184013500.16639364,154255165.40524238
4339,Maria – Puerto Rico,PR,Toa Alta,23820479.01,97771160.32130577,121591639.33130576,21964052.97,89821467.56166771,111785520.53166772,20926.0,28308780.51,70771951.275,2.5,192363590.60630578,140094301.04166773
4339,Maria – Puerto Rico,PR,Toa Baja,59769646.65,245324525.27557063,305094171.9255706,54695601.79,225377389.5769074,280072991.3669074,27574.0,54120679.97,135301699.925,2.5,440395871.8505706,334193671.3369074
4339,Maria – Puerto Rico,PR,Trujillo Alto,54378944.94,223198389.15078968,277577334.0907897,50054325.58,205050311.4112617,255104636.9912617,20787.0,16459054.44,41147636.1,2.5,318724970.1907897,271563691.4312617
4339,Maria – Puerto Rico,PR,Utuado,320463015.39,1315340503.5050452,1635803518.8950453,290129446.57,1208391247.2743807,1498520693.8443806,10051.0,18793577.84,46983944.6,2.5,1682787463.4950452,1517314271.6843805
4339,Maria – Puerto Rico,PR,Vega Alta,8163161.23,33505696.71633977,41668857.94633977,7632855.87,30781376.029982217,38414231.89998221,10823.0,18678170.83,46695427.074999996,2.5,88364285.02133977,57092402.729982205
4339,Maria – Puerto Rico,PR,Vega Baja,80830311.46,331768027.72350025,412598339.1835002,73431242.53,304792241.8250264,378223484.3550264,18829.0,27440084.83,68600212.07499999,2.5,481198551.25850016,405663569.1850264
4339,Maria – Puerto Rico,PR,Vieques,73049157.83,299830281.2691128,372879439.0991128,66148967.760000005,275451327.3087403,341600295.0687403,2672.0,8149901.729999999,20374754.324999996,2.5,393254193.4241128,349750196.7987403
4339,Maria – Puerto Rico,PR,Villalba,49081647.1,201455629.2269897,250537276.3269897,44435093.08,185075437.44250977,229510530.52250972,7704.0,10934117.14,27335292.85,2.5,277872569.17698973,240444647.66250974
4339,Maria – Puerto Rico,PR,Yabucoa,209084309.2,858186584.1942471,1067270893.394247,190439209.75,788408137.7447287,978847347.4947288,10878.0,24793905.88,61984764.699999996,2.5,1129255658.094247,1003641253.3747288
4339,Maria – Puerto Rico,PR,Yauco,209535486.33,860038440.8043522,1069573927.1343522,190323537.69,790109421.4145428,980432959.1045429,13226.0,9079711.69,22699279.224999998,2.5,1092273206.359352,989512670.7945429
4340,Maria – US Virgin Islands,VI,St. Croix,29835308.01,20132242698.39929,20162078006.409286,29187422.9,19724028597.84683,19753216020.74683,0.0,0.0,0.0,0.0,20162078006.409286,19753216020.74683
4340,Maria – US Virgin Islands,VI,St. John,22927.86,15471241.0517166,15494168.9117166,21726.87,15157536.37186695,15179263.24186695,0.0,0.0,0.0,0.0,15494168.9117166,15179263.24186695
4340,Maria – US Virgin Islands,VI,St. Thomas,3464669.9,2337886884.6689944,2341351554.5689945,3391740.38,2290482409.861305,2293874150.2413054,0.0,0.0,0.0,0.0,2341351554.5689945,2293874150.2413054
4346,Irma – South Carolina,SC,Abbeville County,166628.53999999998,107656.76604515384,274285.3060451538,124971.41,84629.30972993537,209600.71972993537,0.0,0.0,0.0,0.0,274285.3060451538,209600.71972993537
4346,Irma – South Carolina,SC,Aiken County,125373.37,81002.27945574335,206375.64945574332,94030.04,63676.13712282295,157706.17712282296,0.0,0.0,0.0,0.0,206375.64945574332,157706.17712282296
4346,Irma – South Carolina,SC,Allendale County,15339.35,9910.576028780728,25249.926028780726,11504.51,7790.733821504313,19295.243821504315,0.0,0.0,0.0,0.0,25249.926028780726,19295.243821504315
4346,Irma – South Carolina,SC,Anderson County,540536.79,349234.54733401886,889771.3373340189,405402.61,274534.33500248543,679936.9450024854,0.0,0.0,0.0,0.0,889771.3373340189,679936.9450024854
4346,Irma – South Carolina,SC,Bamberg County,148259.4,95788.6778567158,244048.07785671577,111194.56,75299.76967315671,186494.32967315672,0.0,0.0,0.0,0.0,244048.07785671577,186494.32967315672
4346,Irma – South Carolina,SC,Barnwell County,28839.77,18633.04072451242,47472.81072451242,21629.83,14647.489726970533,36277.31972697053,0.0,0.0,0.0,0.0,47472.81072451242,36277.31972697053
4346,Irma – South Carolina,SC,Beaufort County,5240242.13,3385659.6295530684,8625901.759553067,3973489.07,2661477.285221525,6634966.355221525,0.0,0.0,0.0,0.0,8625901.759553067,6634966.355221525
4346,Irma – South Carolina,SC,Berkeley County,1213668.28,784136.9916365125,1997805.2716365128,910251.22,616412.4631801848,1526663.6831801848,0.0,0.0,0.0,0.0,1997805.2716365128,1526663.6831801848
4346,Irma – South Carolina,SC,Charleston County,11271234.4,7282213.748262393,18553448.148262396,8453784.21,5724570.275153959,14178354.48515396,0.0,0.0,0.0,0.0,18553448.148262396,14178354.48515396
4346,Irma – South Carolina,SC,Clarendon County,16718.72,10801.77097881572,27520.490978815724,12539.04,8491.304869910433,21030.344869910437,0.0,0.0,0.0,0.0,27520.490978815724,21030.344869910437
4346,Irma – South Carolina,SC,Colleton County,1192927.34,770736.5109917407,1963663.8509917408,896732.03,605878.3047740078,1502610.3347740078,0.0,0.0,0.0,0.0,1963663.8509917408,1502610.3347740078
4346,Irma – South Carolina,SC,Darlington County,5903.53,3814.20222520432,9717.73222520432,4427.65,2998.355917119393,7426.005917119392,0.0,0.0,0.0,0.0,9717.73222520432,7426.005917119392
4346,Irma – South Carolina,SC,Dillon County,82886.35,53551.90887639499,136438.258876395,62164.77,42097.3177016004,104262.0877016004,0.0,0.0,0.0,0.0,136438.258876395,104262.0877016004
4346,Irma – South Carolina,SC,Dorchester County,131078.5,84688.29774328995,215766.79774329,98308.87,66573.72725845965,164882.59725845966,0.0,0.0,0.0,0.0,215766.79774329,164882.59725845966
4346,Irma – South Carolina,SC,Edgefield County,17418.620000000003,11253.968246792763,28672.58824679277,13063.96,8846.778511340537,21910.738511340536,0.0,0.0,0.0,0.0,28672.58824679277,21910.738511340536
4346,Irma – South Carolina,SC,Georgetown County,920216.48,594541.189031933,1514757.669031933,696636.24,467370.6287320941,1164006.868732094,0.0,0.0,0.0,0.0,1514757.669031933,1164006.868732094
4346,Irma – South Carolina,SC,Greenville County,109250.54,70585.50609089369,179836.04609089368,81937.93000000001,55487.480042870775,137425.4100428708,0.0,0.0,0.0,0.0,179836.04609089368,137425.4100428708
4346,Irma – South Carolina,SC,Hampton County,152609.88,98599.472499363,251209.352499363,114457.42,77509.34385170916,191966.76385170917,0.0,0.0,0.0,0.0,251209.352499363,191966.76385170917
4346,Irma – South Carolina,SC,Horry County,110518.42,71404.66864571972,181923.08864571972,82888.82,56131.42620731771,139020.24620731772,0.0,0.0,0.0,0.0,181923.08864571972,139020.24620731772
4346,Irma – South Carolina,SC,Jasper County,1135740.17,733788.5440859847,1869528.7140859845,851805.14,576833.3961256545,1428638.5361256544,0.0,0.0,0.0,0.0,1869528.7140859845,1428638.5361256544
4346,Irma – South Carolina,SC,Kershaw County,26968.25,17423.873370655594,44392.1233706556,20226.19,13696.959609226184,33923.14960922619,0.0,0.0,0.0,0.0,44392.1233706556,33923.14960922619
4346,Irma – South Carolina,SC,Lexington County,8421.33,5440.923587274038,13862.253587274035,6316.0,4277.126504907244,10593.126504907244,0.0,0.0,0.0,0.0,13862.253587274035,10593.126504907244
4346,Irma – South Carolina,SC,Newberry County,8297.75,5361.079983364047,13658.829983364049,6223.31,4214.361206138944,10437.671206138944,0.0,0.0,0.0,0.0,13658.829983364049,10437.671206138944
4346,Irma – South Carolina,SC,Oconee County,630104.48,407103.1924504849,1037207.6724504848,472578.38,320025.0521317649,792603.432131765,0.0,0.0,0.0,0.0,1037207.6724504848,792603.432131765
4346,Irma – South Carolina,SC,Orangeburg County,23585.33,15238.208015912212,38823.53801591221,17689.0,11978.80145653762,29667.80145653762,0.0,0.0,0.0,0.0,38823.53801591221,29667.80145653762
4346,Irma – South Carolina,SC,Pickens County,2492082.96,1610105.8809603355,4102188.840960336,1869062.22,1265709.1077827015,3134771.3277827017,0.0,0.0,0.0,0.0,4102188.840960336,3134771.3277827017
4346,Irma – South Carolina,SC,Richland County,121942.29,78785.49848387498,200727.788483875,91456.72,61933.51888930672,153390.23888930673,0.0,0.0,0.0,0.0,200727.788483875,153390.23888930673
4346,Irma – South Carolina,SC,Saluda County,12667.81,8184.52503679418,20852.33503679418,9500.86,6433.879910908256,15934.739910908256,0.0,0.0,0.0,0.0,20852.33503679418,15934.739910908256
4346,Irma – South Carolina,SC,Sumter County,127786.41,82561.3165975055,210347.7265975055,95839.81,64901.70094010614,160741.51094010612,0.0,0.0,0.0,0.0,210347.7265975055,160741.51094010612
4346,Irma – South Carolina,SC,Williamsburg County,293854.04,189855.6852007662,483709.7252007662,220390.53,149246.1289437741,369636.65894377406,0.0,0.0,0.0,0.0,483709.7252007662,369636.65894377406
