disasterNumber,state,county,ia_totalApprovedIhp,denial_multiplier,d_i,population,n_i,ia_validRegistrations,adjusted_applicants,fema_per_capita,fema_per_applicant
4337,FL,Brevard County,25854293.06,1.4285714285714286,36934704.37142857,588165.0,405.3032302868788,63790.0,91128.57142857143,43.957551129359956,283.71226120081513
4337,FL,Broward County,106248889.12,1.4285714285714286,151784127.31428573,1935945.0,347.3332345643497,305899.0,436998.5714285714,54.882183698400524,243.13326419504477
4337,FL,Charlotte County,5253544.180000001,1.4285714285714286,7505063.114285715,181998.0,360.6469540742775,14567.0,20810.0,28.86594457081946,252.45286785199426
4337,FL,Citrus County,4648499.88,1.4285714285714286,6640714.114285714,145619.0,326.2792082543693,14247.0,20352.857142857145,31.922344474278766,228.3954457780585
4337,FL,Clay County,9960396.66,1.4285714285714286,14229138.085714286,212381.0,635.2698934881051,15679.0,22398.571428571428,46.89871815275378,444.6889254416736
4337,FL,Collier County,35752289.04,1.4285714285714286,51074698.62857143,373286.0,497.4854456905908,71866.0,102665.71428571429,95.77720310967997,348.2398119834136
4337,FL,Columbia County,2944741.38,1.4285714285714286,4206773.4,70051.0,364.76419918246006,8073.0,11532.857142857143,42.037106964925556,255.33493942772202
4337,FL,DeSoto County,3316208.31,1.4285714285714286,4737440.4428571435,37159.0,746.053613048369,4445.0,6350.0,89.24374471864151,522.2375291338583
4337,FL,Dixie County,831502.97,1.4285714285714286,1187861.3857142858,16609.0,432.623813735692,1922.0,2745.714285714286,50.063397555542174,302.8366696149844
4337,FL,Duval County,44447334.46,1.4285714285714286,63496192.08571429,939167.0,399.1893093476074,111344.0,159062.85714285716,47.326337552320304,279.43251654332516
4337,FL,Flagler County,5244374.3,1.4285714285714286,7491963.285714285,110316.0,577.3834966420785,9083.0,12975.714285714286,47.539561804271365,404.168447649455
4337,FL,Gilchrist County,560633.03,1.4285714285714286,800904.3285714287,17899.0,358.23196805111826,1565.0,2235.714285714286,31.32203083971172,250.76237763578274
4337,FL,Glades County,1054396.8199999998,1.4285714285714286,1506281.1714285712,13591.0,601.1384378563283,1754.0,2505.714285714286,77.58051798984621,420.7969064994298
4337,FL,Hamilton County,183255.03,1.4285714285714286,261792.9,14397.0,296.0501292407108,619.0,884.2857142857143,12.728695561575329,207.23509046849756
4337,FL,Hardee County,2688152.7800000003,1.4285714285714286,3840218.2571428576,27172.0,662.5961991619423,4057.0,5795.714285714286,98.93098704548801,463.8173394133596
4337,FL,Hendry County,4610569.83,1.4285714285714286,6586528.328571429,41074.0,567.5245974889217,8124.0,11605.714285714286,112.25032453620295,397.2672182422452
4337,FL,Hernando County,6004441.720000001,1.4285714285714286,8577773.885714287,186899.0,398.22534288367166,15078.0,21540.0,32.126665846259215,278.75774001857013
4337,FL,Highlands County,9852700.96,1.4285714285714286,14075287.085714288,103828.0,420.498525884512,23431.0,33472.857142857145,94.8944500520091,294.34896811915837
4337,FL,Hillsborough County,39167877.73,1.4285714285714286,55954111.04285714,1428960.0,303.00685210112636,129264.0,184662.85714285716,27.410058874986003,212.10479647078841
4337,FL,Indian River County,4102388.53,1.4285714285714286,5860555.042857143,154260.0,365.04614077237943,11238.0,16054.285714285714,26.593987618306752,255.5322985406656
4337,FL,Lafayette County,325671.86,1.4285714285714286,465245.51428571425,8603.0,335.39841400617917,971.0,1387.142857142857,37.855615482971054,234.77888980432544
4337,FL,Lake County,11726644.63,1.4285714285714286,16752349.471428573,345848.0,304.65939128627474,38491.0,54987.142857142855,33.9069320337258,213.26157390039234
4337,FL,Lee County,51471509.74,1.4285714285714286,73530728.2,741188.0,411.0026809013527,125234.0,178905.7142857143,69.44460749499453,287.70187663094686
4337,FL,Levy County,1285485.24,1.4285714285714286,1836407.4857142856,40339.0,300.1366425402755,4283.0,6118.571428571428,31.867057686110215,210.09564977819286
4337,FL,Manatee County,10399445.82,1.4285714285714286,14856351.171428572,385458.0,337.414289607735,30821.0,44030.0,26.979452547359244,236.1900027254145
4337,FL,Marion County,18957889.65,1.4285714285714286,27082699.5,353953.0,389.79931427983956,48635.0,69478.57142857143,53.56047172929739,272.8595199958877
4337,FL,Martin County,2608734.09,1.4285714285714286,3726762.9857142856,159716.0,317.40285801192357,8219.0,11741.428571428572,16.33358016729695,222.18200060834647
4337,FL,Miami-Dade County,223299698.62,1.4285714285714286,318999569.4571429,2709126.0,374.6425516329606,596034.0,851477.1428571428,82.42499559636576,262.2497861430724
